id,sbid,uniq_name,comp_name,component_id,ra,dec,glon,glat,rating,flux_peak,flux_int,mean_cont,sd_cont,opacity_range,max_s_max_n,max_noise,num_chan_noise,min_opacity,vel_min_opacity,peak_tau,e_peak_tau,has_mw_abs,has_other_abs,semi_maj_axis,semi_min_axis,pa,n_h,noise_flag,continuum_slope,mwdet
0,38758,J040848-750719-38758,J040848-750719,SB38758_component_1a,62.201611,-75.122054,288.97723612383857,-36.12743290142625,A,9939.6416015625,14466.7548828125,0.0494462073121855,0.0018697464143271,0.2012521332239643,27.451211124035314,1.007073587565274,126.0,0.8058214543413098,0.6038520639602357,0.2158930816831862,0.0031013774555168,True,False,5.735000133514404,4.875,110.4499969482422,2.667040534119612e+20,False,0.0015592965077915,True
1,38758,J043535-745157-38758,J043535-745157,SB38758_component_2a,68.896025,-74.865834,287.651824026418,-34.748772301061464,A,529.239013671875,487.4020080566406,0.0047561577464476,0.0056282539617551,0.261288925822446,13.431207013564324,1.0181058261846605,108.0,0.7568169003622143,3.651616877254506,0.2786339301483888,0.010550144711332,True,False,4.739999771118164,3.7300000190734863,53.7599983215332,4.130695516604109e+20,False,0.0020938285854862,True
9,38758,J040930-753342-38758,J040930-753342,SB38758_component_4a,62.377539,-75.561866,289.40115207097534,-35.84857311219919,A,422.1289978027344,487.2369995117188,0.0026000205742581,0.010046790454988,0.2157346673632986,6.731376380253171,1.0279037854002695,41.0,0.8121691180369711,2.813478752272844,0.2080466870618162,0.017382421753784,True,False,4.989999771118164,4.445000171661377,59.90999984741211,3.490458891505791e+20,False,0.0003751833294159,True
11,38758,J043704-714819-38758,J043704-714819,SB38758_component_5a,69.267886,-71.805502,284.1930174663911,-35.93982866730022,A,421.1919860839844,469.3259887695313,0.0022197937913716,0.0113040843557211,0.4302473848497048,15.3893915244441,1.0262515776871892,49.0,0.5960041928374844,1.577686387298716,0.5175075769793104,0.0295884156746121,True,False,4.994999885559082,4.28000020980835,53.79999923706055,9.550345859871711e+19,False,0.0022603642865917,True
12,38758,J040541-710449-38758,J040541-710449,SB38758_component_6a,61.422521,-71.080453,284.84018703073605,-38.4860048574138,A,309.2829895019531,279.7850036621094,0.0025595444689005,0.0146630849391123,0.3610876173967613,6.531396645993313,1.047944310248068,77.0,0.6868566928513066,7.010924261551234,0.3756296069891884,0.0275782053786451,True,False,4.619999885559082,3.759999990463257,65.9800033569336,1.0989657520692149e+20,False,0.0024145336402652,True
16,38758,J042349-724413-38758,J042349-724413,SB38758_component_7a,65.954566,-72.737084,285.7752930975382,-36.44410262426733,A,343.75,397.5899963378906,0.0021004947491569,0.0119860354796297,0.3459501373662969,8.717705197610151,1.035599982746068,94.0,0.6896498453797711,0.6120318553583638,0.3715712806616467,0.0254638539144347,True,False,5.09499979019165,4.360000133514404,56.15999984741211,1.7855633164097733e+20,False,0.0022858334872773,True
21,38758,J040400-710907-38758,J040400-710907,SB38758_component_8b,61.002753,-71.151987,285.00937119599485,-38.56382118444266,A,112.9260025024414,80.98200225830078,0.0025122126056131,0.0139462247446261,0.3000027183353585,5.314686731486416,1.0475087254668516,86.0,0.7475060071314931,7.115412628644059,0.2910129374532746,0.0240873561042044,True,False,4.385000228881836,3.140000104904175,84.94000244140625,1.2197740862665862e+20,False,0.0007106943166529,True
26,38758,J032834-745053-38758,J032834-745053,SB38758_component_10a,52.142054,-74.848222,290.7531805246976,-38.32998579980193,A,248.61599731445312,270.81201171875,0.0014459602293422,0.0294421757799653,0.7928462057682523,6.910827211350594,1.100222920383176,114.0,0.3073767146149236,1.2413909462171142,1.1796812002102657,0.1268210664177327,True,False,5.03000020980835,4.159999847412109,37.619998931884766,3.828455358174872e+20,False,0.0029563382338109,True
28,38758,J040659-733405-38758,J040659-733405,SB38758_component_11a,61.748581,-73.568218,287.4379457407786,-37.07738547416566,A,213.1219940185547,226.6840057373047,0.0013683769183244,0.0164952409762101,0.41093944831682,3.4484374119503585,1.09237838149928,264.0,0.68143893318246,4.580108719891999,0.3835486383425341,0.0335835485532855,True,False,4.965000152587891,4.114999771118164,47.13999938964844,2.974114829494739e+20,False,0.0141191372875003,True
35,38758,J044848-741731-38758,J044848-741731,SB38758_component_13a,72.201831,-74.292009,286.58073578965895,-34.18155612612472,B,215.89599609375,280.9859924316406,0.0010062749944797,0.0185045398669193,0.1669690037917733,1.818403756975435,1.059242400375933,102.0,0.8922733965841599,5.893833775930587,0.1139826949504354,0.027019629423006,True,False,5.824999809265137,4.289999961853027,49.02000045776367,4.010016625490512e+20,False,0.0017360353552511,True
36,38758,J040749-721622-38758,J040749-721622,SB38758_component_14a,61.955598,-72.272869,286.01854204582816,-37.71779837900491,A,204.45199584960935,251.8650054931641,0.0010926417048833,0.0187905782573037,0.9642283079437468,17.39401221380857,1.0524207713214353,73.0,0.0881924633776883,6.687394831103957,2.428233768852943,0.2545423976903649,True,False,5.264999866485596,4.489999771118164,44.09000015258789,1.1613186977460463e+20,False,0.0032128654436055,True
39,38758,J040914-714206-38758,J040914-714206,SB38758_component_16a,62.309934,-71.701774,285.32905960663,-37.92153259445245,A,123.1709976196289,101.75399780273438,0.0014582165238651,0.0205835390268221,0.2043150769938891,3.173350549886559,1.0489570848534262,51.0,0.844642007859537,6.288008554961881,0.1688424007317616,0.0324427325129314,True,False,4.46999979019165,3.5450000762939453,61.20000076293945,1.0552676241526456e+20,False,0.0008885479493222,True
47,38758,J040828-741614-38758,J040828-741614,SB38758_component_18c,62.119987,-74.270564,288.105694695147,-36.61014912750566,A,54.97999954223633,45.64799880981445,0.0011370637139629,0.0205025879248049,0.8467798790646566,10.714829801369993,1.0722827299604156,74.0,0.225502850895759,5.946345296495579,1.4894224775660654,0.1252867731748843,True,False,4.195000171661377,3.799999952316284,70.38999938964844,2.6829900496762156e+20,False,0.0052186017527403,True
51,38758,J034610-725052-38758,J034610-725052,SB38758_component_20a,56.545588,-72.847877,287.7980842020585,-38.71906592084633,B,114.70500183105467,125.14299774169922,0.0007937534945795,0.0380821995381584,0.2027640182828763,1.0981939819560178,1.096637403417701,53.0,0.8938733851348247,189.5454296478245,0.1121911412046932,0.0417293858761299,False,False,5.090000152587891,4.114999771118164,42.869998931884766,2.668838008333997e+20,False,0.0003198963999687,False
52,38758,J034609-725056-38758,J034609-725056,SB38758_component_20b,56.541443,-72.84909,287.8002739305782,-38.71928191139238,B,57.28799819946289,61.65800094604492,0.0007870835521849,0.0411649920064345,0.2267545081315418,1.3377996295800727,1.0969948430406211,53.0,0.8702403349090795,189.5467357803516,0.1389858584607602,0.0462275458916411,False,False,4.880000114440918,4.235000133514404,43.130001068115234,2.668838008333997e+20,False,0.0008659770891807,False
53,38758,J043443-744229-38758,J043443-744229,SB38758_component_21a,68.681372,-74.708127,287.5095628479113,-34.86877509400631,A,131.31500244140625,151.9770050048828,0.0007476634253668,0.0291946117010877,0.4305277847351296,4.401391016621085,1.0797068354078263,81.0,0.6491790506726969,3.5668170852756886,0.4320467133129301,0.062439132817172,True,False,5.324999809265137,4.170000076293945,49.650001525878906,3.443959602525982e+20,False,0.0015681116655207,True
55,38758,J043744-722749-38758,J043744-722749,SB38758_component_22a,69.435758,-72.46371,284.9095796733832,-35.626805556136965,A,124.98899841308594,129.98800659179688,0.0007884672590213,0.0291082618951941,0.4701996840470368,3.818112499169552,1.09759001769429,142.0,0.6273903336472533,1.9958257552220893,0.4661863903457573,0.0688008550029343,True,False,4.84499979019165,4.119999885559082,59.630001068115234,1.2908765071721189e+20,False,0.0018603934776789,True
64,38758,J043209-735432-38758,J043209-735432,SB38758_component_26a,68.039527,-73.909135,286.7274945771609,-35.37802919497322,A,112.2310028076172,121.74700164794922,0.0006546431196933,0.034043949463163,0.8326199205133888,4.577399136322021,1.1492846217677106,136.0,0.3166647012543218,5.054931664721211,1.149911789640221,0.145263136267564,True,False,4.929999828338623,4.224999904632568,50.709999084472656,1.763675046174602e+20,False,0.0140833375182314,True
68,38758,J040748-705711-38758,J040748-705711,SB38758_component_27a,61.952593,-70.953109,284.5870660122434,-38.40448031762018,B,102.52899932861328,100.46099853515624,0.0007913823955743,0.0443171260149531,0.3934793750976348,1.6863542404594511,1.146473376136104,74.0,0.752994001038469,2.9479973104448,0.2836980179623593,0.0753964559765125,False,False,4.755000114440918,3.954999923706055,56.970001220703125,1.417914920139356e+20,False,0.0004670176426023,False
71,38758,J043453-723955-38758,J043453-723955,SB38758_component_28b,68.720778,-72.665431,285.2446842555679,-35.7385888691609,B,53.0629997253418,62.77299880981445,0.0005149267448492,0.0486798373081131,0.4797934096403994,1.9022513653253468,1.1653176617893033,77.0,0.6855242521489039,1.2294727895636024,0.3775714018325639,0.1017135385243737,True,False,5.135000228881836,4.420000076293945,64.33999633789062,1.383153968118167e+20,False,0.0022466620045553,True
72,38758,J043455-723957-38758,J043455-723957,SB38758_component_28c,68.730397,-72.666044,285.2438869730297,-35.735730448440634,A,38.72200012207031,75.4990005493164,0.0004215638235597,0.0252503262441335,0.4380612478935689,3.286829937813736,1.1021876897960123,141.0,0.6641264419024434,1.228834415221907,0.4092827230822842,0.0557410104814003,True,False,6.579999923706055,5.690000057220459,130.72999572753906,1.383153968118167e+20,False,0.0045695824815808,True
73,38758,J044611-720510-38758,J044611-720510,SB38758_component_29a,71.547647,-72.086361,284.177787818625,-35.17968060925103,A,118.99700164794922,226.56300354003903,0.0005436208782002,0.0304896242530781,0.8912262294157143,10.221062624331102,1.0794244056247606,67.0,0.1881981762090463,2.499681247398694,1.6702597425842618,0.2279290573363965,True,False,7.300000190734863,5.010000228881836,111.37999725341795,1.901879382946338e+20,False,0.0037979377208401,True
74,38758,J035201-724532-38758,J035201-724532,SB38758_component_30a,58.005238,-72.759147,287.37407921102545,-38.42887696849284,B,115.89700317382812,127.37000274658205,0.0006472648095861,0.0350683394642528,0.2090548543258149,1.283259924595031,1.0915598141385037,82.0,0.8825049598126887,4.597865428520483,0.1249908700061285,0.0502556587723091,False,False,5.034999847412109,4.190000057220459,46.93000030517578,1.706423358629534e+20,False,0.004209213383521,False
75,38758,J035156-724538-38758,J035156-724538,SB38758_component_30b,57.986477,-72.760694,287.3798779966769,-38.43243725078121,B,16.232999801635742,19.79599952697754,0.000110767326011,0.1640065201198492,1.27072329099057,0.73146507798375,1.7339006181229466,88.0,0.4631773271323764,6.555793094673732,0.7696453022538808,0.3603975424740167,False,False,5.389999866485596,4.34499979019165,52.4900016784668,1.706423358629534e+20,False,-0.0044976453436453,False
79,38758,J045845-725024-38758,J045845-725024,SB38758_component_32a,74.688694,-72.840078,284.6409381012849,-34.0316603355236,B,106.55999755859376,110.8040008544922,0.0006129650360756,0.0528553359795993,0.5307967363481773,1.5295813043904989,1.209835807778502,134.0,0.6790390714303248,4.679628649149701,0.3870766104717001,0.1041196013784644,False,False,4.885000228881836,4.085000038146973,61.970001220703125,2.5574379093764365e+20,False,0.0017852566278874,False
82,38758,J040131-705454-38758,J040131-705454,SB38758_component_33b,60.380977,-70.915056,284.89102676201657,-38.86122006784503,A,55.07400131225586,50.35900115966797,0.0006687691085262,0.0486637190966643,0.6362583727881591,3.488631467282345,1.14174885539743,82.0,0.5054904826092709,8.042251869438914,0.682226068375865,0.1195925115059503,True,False,4.494999885559082,3.910000085830689,59.65999984741211,9.93789883721528e+19,False,0.0025079179552558,True
87,38758,J043620-724610-38758,J043620-724610,SB38758_component_36a,69.084391,-72.769613,285.3056904255938,-35.59693308839922,A,98.6439971923828,109.69400024414062,0.0005381194762488,0.0464493980888459,0.5896307957859512,4.358411503450176,1.11003835659249,52.0,0.5204075608065388,2.236537282018311,0.6531430036127828,0.1254696852774155,True,False,5.03000020980835,4.244999885559082,53.88999938964844,1.1690388165009334e+20,False,0.0029174991975632,True
88,38758,J040958-750018-38758,J040958-750018,SB38758_component_37a,62.493989,-75.005148,288.80503446634003,-36.128143050136806,A,95.6060028076172,110.822998046875,0.000669858621422,0.029874895492673,0.4024341568174869,3.822942089686896,1.0834416315464432,38.0,0.6810074747289563,0.4978395353933447,0.3841819967857306,0.0570094181553572,True,False,5.159999847412109,4.315000057220459,30.8799991607666,2.7323103129809047e+20,False,-0.0066018161550318,True
90,38758,J043253-713324-38758,J043253-713324,SB38758_component_38b,68.223258,-71.556863,284.0785146689201,-36.34115724485751,B,55.93000030517578,68.35199737548828,0.0003543696997129,0.0479989900452688,0.8464091840598249,2.914765025010856,1.2162094477324288,143.0,0.3698002636726039,0.5563601030632271,0.9947922470152945,0.1819808726521287,True,False,5.025000095367432,4.670000076293945,61.4900016784668,1.1098445411773176e+20,False,0.0042719800549056,True
91,38758,J043251-713317-38758,J043251-713317,SB38758_component_38c,68.215378,-71.554803,284.07747951212207,-36.34428195358516,A,33.08399963378906,47.25600051879883,0.0004186043295748,0.056362809420742,0.707834597767275,3.7253157994356343,1.1497962523164726,71.0,0.4419616545491976,1.533104345255546,0.8165321550814006,0.1829988567831056,True,False,5.755000114440918,4.764999866485596,97.04000091552734,1.1098445411773176e+20,False,0.0054806092222167,True
96,38758,J044953-732749-38758,J044953-732749,SB38758_component_42a,72.470811,-73.463728,285.6165181808759,-34.42066876281584,B,86.43299865722656,97.1060028076172,0.0004774474418809,0.0579571996681987,0.4362173691525564,2.0311487816289344,1.1439115663989723,65.0,0.7076941972464159,3.347922492114449,0.3457432033879972,0.1129897121697134,True,False,5.005000114440918,4.309999942779541,59.09000015258789,2.2761264730312625e+20,False,0.0006845903914547,True
97,38758,J040329-742124-38758,J040329-742124,SB38758_component_43a,60.874398,-74.356923,288.42769201057695,-36.84308987168224,A,79.94000244140625,90.1790008544922,0.0004455457846477,0.0457435627302895,0.7246552054246944,3.793755448473344,1.151166494247318,39.0,0.4265112888226235,5.173005636771952,0.8521164438833998,0.1545117421233967,True,False,5.074999809265137,4.264999866485596,42.400001525878906,2.935814431696735e+20,False,-0.0027455828942567,True
102,38758,J045633-730709-38758,J045633-730709,SB38758_component_46a,74.139336,-73.119199,285.02290263508195,-34.09195216010278,B,79.99800109863281,83.6709976196289,0.0003809464052631,0.0671508970334191,0.5546217063413174,1.279942356690233,1.2432612845293405,111.0,0.6886395781880229,-2.896951853655366,0.3730372534180239,0.1129432343854537,True,False,4.894999980926514,4.099999904632568,61.459999084472656,2.4511892862212404e+20,False,0.0019490612962233,True
106,38758,J042656-721156-38758,J042656-721156,SB38758_component_48a,66.736431,-72.198904,285.04626861564907,-36.48060895502281,B,77.78500366210938,84.36000061035156,0.0004413530692634,0.0510558317862383,0.5877706094813359,2.8030028298800485,1.1545543444941049,75.0,0.5667837350127688,0.1722881905222166,0.5677774677439587,0.12571106010232,True,False,4.960000038146973,4.199999809265137,54.040000915527344,1.4558726507398336e+20,False,0.0015051329357749,True
107,38758,J042347-735736-38758,J042347-735736,SB38758_component_49a,65.94914,-73.960206,287.1114436583337,-35.86773004597601,B,76.9020004272461,103.43000030517578,0.0003650382515355,0.0429491285616074,0.5025067804357266,1.6214855404293056,1.1916877940716903,119.0,0.6891810136359637,6.287937775368584,0.37225132311763,0.0822650880177793,True,False,5.835000038146973,4.425000190734863,50.810001373291016,1.6125247636312352e+20,False,0.007221294812956,True
109,38758,J043853-750132-38758,J043853-750132,SB38758_component_50a,69.722264,-75.025812,287.7140410788744,-34.48605032802656,B,77.25800323486328,84.85299682617188,0.000382225885249,0.0579587205872476,0.4920512533086043,1.802577292731584,1.1755709841026427,108.0,0.6835197307940384,2.7051668345734217,0.3804997559428488,0.1135634348849302,True,False,5.03000020980835,4.190000057220459,53.290000915527344,3.264958408710635e+20,False,0.0023855426735702,True
112,38758,J042027-714841-38758,J042027-714841,SB38758_component_51a,65.115971,-71.811452,284.9035955334697,-37.103210571749926,B,77.2699966430664,107.43599700927734,0.0003647381695705,0.0520339753659973,0.4057122772469269,1.405702911000886,1.1686460432797712,102.0,0.7629337660328442,5.98558555202253,0.2705840587620548,0.0877459282668304,False,False,5.954999923706055,4.480000019073486,74.11000061035156,1.153278605420816e+20,False,0.0018287994132761,False
113,38758,J045047-743538-38758,J045047-743538,SB38758_component_52a,72.696332,-74.593941,286.85818013076096,-33.94507358608492,B,41.70899963378906,67.16200256347656,0.0003263264325363,0.0547106978850283,0.5453987731007194,1.797762996330463,1.1949410203137516,98.0,0.6495422472130322,4.1076533933995965,0.431487399239318,0.1129006275395632,True,False,6.260000228881836,4.934999942779541,101.87999725341795,4.463399342940156e+20,False,0.0040020430061903,True
119,38758,J042650-743137-38758,J042650-743137,SB38758_component_55b,66.712178,-74.526975,287.6040438963152,-35.41618938806093,A,34.30799865722656,37.512001037597656,0.0003745953469727,0.056813504093243,0.7710508130893148,3.592996393506401,1.167875336061537,70.0,0.3968245229722223,3.6437845443344266,0.9242611036357564,0.1953997552298054,True,False,4.929999828338623,4.255000114440918,76.9800033569336,2.3793392408592463e+20,False,0.004584865208584,True
121,38758,J041623-722741-38758,J041623-722741,SB38758_component_57a,64.096576,-72.461665,285.80661856543776,-37.0637086637388,B,67.68900299072266,74.69599914550781,0.0003848308715089,0.0619341340398517,0.3987032156917586,1.6162303065893038,1.1523960695232276,82.0,0.753692853831469,4.571620769426255,0.2827703496272189,0.1058729433752814,False,False,5.0,4.235000133514404,46.52999877929688,1.4104953811805428e+20,False,0.005371318162451,False
122,38758,J043816-731000-38758,J043816-731000,SB38758_component_58a,69.567624,-73.166848,285.6779881352065,-35.30393458071625,B,66.10399627685547,72.11900329589844,0.0004375280967484,0.0559479065571749,0.6519548340372469,2.5620899539193203,1.1830259320991907,81.0,0.5310710980619439,1.4732496895023215,0.632859372048026,0.1394551118800196,True,False,4.980000019073486,4.204999923706055,56.650001525878906,1.2768686050875403e+20,False,0.0041434821124599,True
123,38758,J043816-731011-38758,J043816-731011,SB38758_component_58b,69.567296,-73.169947,285.6814974574983,-35.302746941004685,B,64.99400329589844,73.16699981689453,0.0003900099936134,0.046348357905907,0.5224943117711539,2.527048979583113,1.1481392276647406,98.0,0.6256449158935867,4.4068526910470975,0.4689722958231875,0.1013805498888296,True,False,5.054999828338623,4.275000095367432,47.709999084472656,1.2768686050875403e+20,False,0.0034544725260051,True
125,38758,J034828-732032-38758,J034828-732032,SB38758_component_60a,57.118973,-73.342375,288.1662655202441,-38.2839790021714,A,65.06300354003906,73.41600036621094,0.0003410871910845,0.0739571470976316,0.8329494809519498,3.4380633422066884,1.1876830988486504,59.0,0.3547336178967006,6.041167517919268,1.0363881432987656,0.2475677036751189,True,False,5.114999771118164,4.235000133514404,39.16999816894531,2.988292275032535e+20,False,-0.0008295478388369,True
129,38758,J050036-720626-38758,J050036-720626,SB38758_component_61a,75.151693,-72.107408,283.74826041708934,-34.12957678151822,B,67.89099884033203,76.52899932861328,0.0003491957565817,0.0770230784723433,0.7546757397830434,1.5409224641293713,1.2970085669424891,95.0,0.542332827159446,3.1502606087178573,0.6118753937578043,0.1715268084189856,True,False,5.050000190734863,4.284999847412109,51.59999847412109,2.4666799685919333e+20,False,0.0023537227822441,True
130,38758,J050036-720607-38758,J050036-720607,SB38758_component_61b,75.151386,-72.102171,283.7422730752287,-34.13127152891596,C,21.7810001373291,24.250999450683597,0.000119601511068,0.1995518300358696,1.6345198001692889,0.9069524446320776,1.8571371587006975,127.0,0.2226173585314091,1.1923110547729594,1.5023008623570984,0.7669351608471799,False,False,5.090000152587891,4.199999809265137,56.93000030517578,2.4666799685919333e+20,False,-0.0022821344063458,False
131,38758,J034038-733129-38758,J034038-733129,SB38758_component_62a,55.160182,-73.524768,288.7947309231577,-38.604723430312525,B,64.28800201416016,70.05699920654297,0.0003914107107514,0.0930312684893322,0.5236959737712737,1.218117755167395,1.2360992659435035,67.0,0.7124032921722298,263.4201197959346,0.3391111063361099,0.1236951652198799,False,False,4.954999923706055,4.21999979019165,37.880001068115234,3.47881095276711e+20,False,0.0015755311210214,False
136,38758,J042535-743245-38758,J042535-743245,SB38758_component_64a,66.396547,-74.546016,287.67360881359787,-35.4812517376451,A,65.57599639892578,125.93399810791016,0.0002786933007705,0.0339609256343178,0.5644918112879193,3.7776819451968,1.1181518187612771,102.0,0.5536600074733581,4.66617124116642,0.5912044855505378,0.0859270602235223,True,False,7.099999904632568,5.195000171661377,156.77000427246094,2.556161724204541e+20,False,0.0003458403466204,True
137,38758,J041602-721632-38758,J041602-721632,SB38758_component_65a,64.011621,-72.275736,285.61972178182305,-37.17782830271968,B,42.80099868774414,57.6349983215332,0.0003090040787888,0.0713212523471623,0.5498027637776269,2.3077398176894866,1.166217052755278,88.0,0.616414288977651,-0.4205279910974059,0.4838359944653866,0.1492366977591224,False,False,6.15500020980835,4.199999809265137,31.479999542236328,1.2580649118520238e+20,False,0.003615428958591,False
139,38758,J043207-724940-38758,J043207-724940,SB38758_component_66a,68.032757,-72.82781,285.53306356894245,-35.853900843631074,A,52.68399810791016,66.18800354003906,0.0003537565718899,0.0508970164792536,0.797728047682485,4.207118751569483,1.1531995112348918,72.0,0.3554714635524069,5.320324975189564,1.0343103042620012,0.1840820455394777,True,False,5.380000114440918,4.485000133514404,52.0,1.421149874481025e+20,False,0.0040458698990473,True
140,38758,J043208-724929-38758,J043208-724929,SB38758_component_66b,68.037166,-72.824951,285.5291885142027,-35.853965284422344,A,33.15999984741211,62.31100082397461,0.0001942735895082,0.0601321298121077,0.8087869904029914,3.3796294150763115,1.1846701886736914,94.0,0.3758831982707001,5.317961078756954,0.978476826748816,0.2036328017351041,True,False,7.005000114440918,5.150000095367432,21.540000915527344,1.421149874481025e+20,False,0.006675030814613,True
141,38758,J035644-720927-38758,J035644-720927,SB38758_component_67a,59.187112,-72.157727,286.48469300150833,-38.488273590311685,A,60.26800155639648,66.83100128173828,0.00032808435536,0.0798582074818235,1.0073601017986171,4.060586085808762,1.199059967505251,62.0,0.1916998657066338,7.981707208079009,1.6518243294699917,0.4203017296212143,True,False,4.974999904632568,4.28000020980835,38.29999923706055,7.437202184890724e+19,False,0.0020244772181003,True
143,38758,J041158-732747-38758,J041158-732747,SB38758_component_69a,62.993843,-73.463058,287.09145835499345,-36.83398005600061,B,58.66699981689453,63.71799850463867,0.0003271999944778,0.0631696625062814,0.4967617894557776,0.961117685134828,1.253305445777786,85.0,0.7565436563220085,-0.5255776658871618,0.2789950391279616,0.1068973290625876,False,False,4.989999771118164,4.179999828338623,48.18000030517578,1.4944429206987178e+20,False,0.0048187085814264,False
145,38758,J042844-725433-38758,J042844-725433,SB38758_component_70b,67.185224,-72.909376,285.75934106123634,-36.042108947126856,B,26.802000045776367,41.40599822998047,0.0002164655545529,0.056451899138363,0.5740063515268352,1.8994164991189049,1.1979730582692305,75.0,0.6239667067423953,0.5821013801900845,0.4716582666156103,0.1238309676645649,True,False,6.005000114440918,4.940000057220459,33.91999816894531,1.4932074174320086e+20,False,0.0040265257659914,True
149,38758,J035319-720824-38758,J035319-720824,SB38758_component_73a,58.332282,-72.140132,286.65924550911046,-38.712696837097695,B,53.47499847412109,63.5099983215332,0.0003910847760668,0.0591427907498116,0.3907344684550393,1.0462670203230937,1.190949892938872,95.0,0.8002154244838326,345.21796647290296,0.2228743069589336,0.0713048772765064,False,True,5.304999828338623,4.295000076293945,50.2400016784668,3.636308746858456e+19,False,0.000683026608738,False
150,38758,J035322-720823-38758,J035322-720823,SB38758_component_73b,58.343928,-72.139747,286.65618037212136,-38.71001632094395,B,52.89599990844727,63.435001373291016,0.0003968602807329,0.0580693157729466,0.3734245742004112,1.207293751374534,1.1691775614223847,82.0,0.7957529872219735,253.36257782673533,0.2284664588565461,0.07090725504238,False,False,5.289999961853027,4.355000019073486,43.04999923706055,3.636308746858456e+19,False,0.0010879252220338,False
151,38758,J035037-724918-38758,J035037-724918,SB38758_component_74a,57.655247,-72.821735,287.5170413212348,-38.47476132901958,B,48.165000915527344,55.34000015258789,0.0003213670632515,0.053058754415295,0.5315619778213047,1.2999912777290654,1.231114779855231,137.0,0.6995528020339264,6.63913229386686,0.3573140023303031,0.0875160056942613,False,False,4.909999847412109,4.494999885559082,36.220001220703125,1.7914482750180632e+20,False,0.0026000994789228,False
152,38758,J035027-724810-38758,J035027-724810,SB38758_component_74b,57.616213,-72.802779,287.506473755354,-38.49535145663198,B,31.738000869750977,36.1879997253418,0.0002222592119346,0.0852215887415905,0.6085793785588561,1.0475524018242008,1.297222858871237,166.0,0.6886434803123805,3.702240882384504,0.3730315870093165,0.1494005104527999,False,False,4.889999866485596,4.474999904632568,33.91999816894531,1.7914482750180632e+20,False,0.0025719843440569,False
